S.No.,Institute Code,Institute Name,Place,District,Region,Minority,Inst.Type,University Name,Address,Type of College,Year of EST
108,11799,DR  SARVEPALLI RADHA KRISHNA DEGREE COLLEGE NALLAJERLA COLLEGE  CODE (353),NALLAJERLA,EAST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"kovvur Road,NALLAJERLA,West Godavari,534112",Private Un-Aided,2003
109,11800,DR  SRI M GOPALA KRISHNA REDDY  DEGREE COLLEGE,JANGAREDDIGUDEM,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"D No-12-279/1 Eluru Road,Venkateswara Educational Society, JANGAREDDIGUDEM,West Godavari,534447",Private Un-Aided,2006
110,11829,SRI SAMHITHA DEGREE COLLEGE,RAVULAPALEM,KONASEEMA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"8-590/24/5,RAVULAPALEM,East Godavari,533238",Private Un-Aided,2006
111,11909,"Government Degree College, Jammalamadugu",Jammalamadugu,YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,21/910,Government,1980
112,11910,"Government Degree College, Naidupeta",Naidupeta,TIRUPATI,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"Old Kalahasthi Road,L.A.SAGARAM,NAIDUPETA - 524 126S.P.S.R.NELLORE DIST.",Government,1983
113,11944,MSR DEGREE COLLEGE KONDEPI,KONDAPI,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"kondepi - kamepalli road, near kattavaripalem palem, kondepi post and mandal,KONDAPI,Prakasam,523270",Private Un-Aided,1993
114,11953,"S.C.N.R Government Degree College, Proddatur",Proddatur,YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"Arts collerge road, proddature",Government,1966
115,11978,DR CL NAIDU DEGREE COLLEGE  PALAKONDA 047,PALAKONDA,PARVATHIPURAM MANYAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"Door No-14-7-29, Naidu Nagar, Seethampeta Road,PALAKONDA,PALAKONDA,Srikakulam,532440",Private Un-Aided,2005
116,11985,DR. C.V.RAMAN DEGREE COLLEGE NAIDUPET,NAIDUPETA,TIRUPATI,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"Pllarigudi Street,Opp Police Station,L.A.SAGARAM (NAIDUPETA),Nellore,524126",Private Un-Aided,2000
117,11995,DR HIMA SHEKER DEGREE COLLEGE ANAKAPALLI,Anakapalli (Urban),ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"NEAR RAILWAY STATION, RING ROAD,Anakapalli (Urban),Visakhapatnam,531001",Private Un-Aided,1997
118,12005,DR JYOTHIRMAYI DEGREE COLLEGE  ADONI,Adoni (Urban),KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"Behind APHB Colony,Ramjala Road, Adoni",Private Un-Aided,1997
119,12010,DR KRC DEGREE COLLEGE  RENIGUNTA,RENIGUNTA,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"JEEVAGRAM RENIGUNTA,THUKIVAKAM,RENIGUNTA,Chittoor,517520",Private Un-Aided,2000
120,12012,DR KRRM DEGREE COLLEGE DUGGIRALA,DUGGIRALA,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"Near Sub-registrars Office, Duggirala-522330,Guntur Dist",Private Aided,1981
121,12017,DR. LANKAPALLI BULLAYYA DEGREE COLLEGE RESAPUVANIPALEM,VISAKHAPATNAM(U),VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"S.NO.44, D.NO.52-14-75, RESAPUVANIPALEM, VISAKHAPATNAM(U),Visakhapatnam,530013",Private Un-Aided,1974
122,12024,SVV DEGREE COLLEGE PENUMUR,PENUMURU,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"NO.4-139, K.C.PALLI ROAD, PENUMURU VIL, POST MANDAL, CHITTOOR DT. PIN - 517126",Private Un-Aided,2008
123,12032,DR NSCVS COLLEGE CHILAKALURIPETA,CHILAKALURIPET,PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"1,PASUMARRU,CHILAKALURIPET,Guntur,522616",Private Aided,1975
124,12033,DR NTR  DEGREE COLLEGE    NARSIPATNAM,NARSIPATNAM,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"2-80/1,2,3,4,5, BALIGATTAM NARSIPATNAM,Balighattam,NARSIPATNAM,Visakhapatnam,531116",Private Un-Aided,1996
125,12049,DR SRJ DEGREE COLLEGE  ATMAKUR,ATMAKUR,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"Atmakur- Nellorepalem Road Besides APP Council,ATMAKUR,Nellore,534322",Private Aided,1983
126,12061,"Dr. V. S. Krishna Government Degree College (Autonomous), Visakhapatnam",Visakhapatnam,VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"KRISHNA COLLEGE ROAD, MADDILAPALEM",Government,1968
127,12070,DR ZAKIR HUSSAIN DEGREE COLLEGE IBRAHIMPATNAM,IBRAHIMPATNAM,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"24-122,COLLEGE STREET,PRASAD NAGAR,IBRAHIMPATNAM,Krishna,521456",Private Un-Aided,1991
128,12076,DRAVIDIAN UNIVERSITY KUPPAM,KUPPAM,CHITTOOR,SVU,NO,COED,DRAVIDIAN UNIVERSITY KUPPAM,"Srinivasa Vanam,Kuppam 517426",University College,1997
129,12077,Dr CSN DEGREE  PG COLLEGE,Bhimavaram (Urban),WEST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"8-7-29/6, 6th Ward, Behind Industrial Estate",Private Un-Aided,1994
130,12079,D R G WOMENS DEGREE COLLEGE  TADEPALLIGUDEM,Tadepalligudem (Urban),WEST GODAVARI,AU,NO,Women,ADIKAVI NANNAYA UNIVERSITY,Kadakatla Road,Private Un-Aided,1975
131,12081,"D.R.G Government Degree College, Tadepalligudem",Tadepalligudem,WEST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"PENTAPADU,MAIN ROAD",Government,1966
132,12086,DRLN DEGREE COLLEGE NARASANNAPETA,NARASANNAPETA,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"Indiranagar Colony,NARASANNAPETA,Srikakulam,532421",Private Un-Aided,1999
133,12090,DRW DEGREE COLLEGE  GUDUR,GUDUR,TIRUPATI,SVU,NO,Women,VIKRAMA SIMHAPURI UNIVERSITY,"W-10/16-31,EAST GUDUR (R),GUDUR,Nellore,524101",Private Aided,1981
134,12093,"D.S Government Degree College for Women (Autonomous), Ongole",Ongole,PRAKASAM,AU,NO,Women,ANDHRA KESARI UNIVERSITY,"4th lane, 11th Cross Road, Backside of Velugu Office, Housing Board Colony, Mamidipalem, Ongole-52300",Government,1984
135,12114,DVN DEGREE COLLEGE  ANAKAPALLI,Anakapalli (Urban),ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"Door No.12-12-56, N.T.R.Stadium Road, Anakapalle,Anakapalli (Urban),Visakhapatnam,531001",Private Un-Aided,1993
136,12118,DVR DEGREE COLLEGE NANDIGAMA,NANDIGAMA,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"2-1-3/1,2,3,4,NANDIGAMA (U)(P),NANDIGAMA,Krishna,521185",Private Un-Aided,2001
137,12152,EMERALDS DEGREE COLLEGE   TIRUPATI,TIRUPATI (U),TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"LIC ROAD BALAJI COLONY,TIRUPATHI,TIRUPATI (U),Chittoor,517502",Private Un-Aided,2000
138,12169,ESS  DEGREE COLLEGE  VENKATAGIRI,Venkatagiri ( Urban ),TIRUPATI,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"9-75,Venkatagiri ( Urban ),Venkatagiri ( Urban ),Nellore,524132",Private Un-Aided,1998
139,12218,G C AND YPN DEGREE COLLEGE KANIGIRI,KANIGIRI,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"INDIRA COLONY, KANIGIRI,Prakasam,523230",Private Un-Aided,1993
140,12219,HPN DEGREE COLLEGE BALAGA RURAL,SRIKAKULAM,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"plot-10,vamsadaranagar colony,balagarural,chaparampanchayat,srikakulam-532001,BALAGA (RURAL),SRIKAKULAM-532001",Private Un-Aided,2003
141,12255,GANDHIJI MAHILA KALASALA  VIJAYAWADA (124),VIJAYAWADA URBAN,NTR,AU,NO,Women,KRISHNA UNIVERSITY,"Park Road,Vijayawada-I,VIJAYAWADA(URBAN),Krishna,520001",Private Un-Aided,1993
142,12261,GATE Degree College,TIRUPATI (U),TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"old M.H. Road,TIRUPATHI,TIRUPATI (U),Chittoor,517501",Private Un-Aided,2001
143,12262,GATE INSTITUTE OF TECHNOLOGY AND MANAGEMENT SCIENCES,Tirupati,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,Chiguruwada,Private Un-Aided,2007
144,12271,GAYATRI DEGREE  P.G. COLLEGE  TIRUPATI,TIRUPATI (U),TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"164 PRAKASAM ROAD,TIRUPATHI,TIRUPATI (U),Chittoor,517501",Private Un-Aided,2002
145,12272,GAYATRI  DEGREE COLLEGE THOTAPALEM  VIZIANAGARAM,VIZIANAGARAM,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"NAIDU COLONY, THOTAPALEM,VIZIANAGARAM BIT-I ,VIZIANAGARAM-535002",Private Un-Aided,2000
146,12273,SRI GAYATHRI DEGREE COLLEGE BOBBILI,BOBBILI,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"College Road,Naidu Colony,MALLAMPETA,BOBBILI,Vizianagaram,535558",Private Un-Aided,2001
147,12281,Gayatri college of science and management  munasabpeta sklm,SRIKAKULAM,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"Munasabpeta,PEDDAPADU,SRIKAKULAM,Srikakulam,532401",Private Un-Aided,1991
148,12282,GAYATRI DEGREE AND PG COLLEGE  PARVATHIPURAM,PARVATHIPURAM,PARVATHIPURAM MANYAM,AU,NO,COED,ANDHRA UNIVERSITY,"KOTA ROAD,BEHIND VENKATESWARA KALAMANDIR,PARVATHIPURAM,Vizianagaram,535501",Private Un-Aided,2002
149,12283,GAYATRI DEGREE COLLEGE  GAJAPTHINAGARAM,GAJAPATHINAGARAM,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"MARUTI NAGAR COLONYNEAR TELEPHONE EXCHANGE,PURITIPENTA,GAJAPATHINAGARAM,Vizianagaram,535270",Private Un-Aided,2005
150,12285,GAYATRI DEGREE COLLEGE  PAYAKARAOPETA,PAYAKARAOPETA,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,3-29-12/2,Private Un-Aided,2006
151,12286,GAYATRI DEGREE COLLEGE  SEETHANAGARAM,SEETHANAGARAM,PARVATHIPURAM MANYAM,AU,NO,COED,ANDHRA UNIVERSITY,"GAYATRI DEGREE COLLEGE, SEETHANAGARAM, NEAR ARTC COMPLEX, SEETHANAGARAM, VIZINAGARAM DISTRICT,PEDABHOGILA,SEETHANAGARAM,Vizianagaram,535546",Private Un-Aided,2005
152,12288,GAYATRI DEGREE COLLEGE VRRPETA  BUCHAYYAPETA,BUTCHAYYAPETA,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"D.No. 2-103, VADDADI,Butchayyapeta,BUTCHAYYAPETA,Visakhapatnam,531026",Private Un-Aided,2007
153,12313,GBR DEGREE COLLEGE ANAPARTHI,ANAPARTHI,EAST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"Door No. 4-263,Rajanagaram Road,Anaparthi,ANAPARTHY,ANAPARTHI,East Godavari,533342",Private Un-Aided,1980
154,12318,GCKVN DEGREE COLLEGE GUNTUR,Guntur(C) (Urban),GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"# 20-8-143,Guntur(C) (Urban),Guntur(C) (Urban),Guntur,522003",Private Un-Aided,1999
155,12320,"SGTRM Government Degree College, Yerraguntla, Nandyal Dt","Yerraguntla, Nandyal Dt.",NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"Yerraguntla (v), Sirivel mandal,Kurnool District",Government,2008
156,12322,SRI GCSR DEGREE COLLEGE  RAJAM,RAJAM,Vizianagaram,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"1-206, GMR NAGAR, RAJAM,Rajam(Urban),Srikakulam,532127",Private Un-Aided,1992
157,12333,GEETANJALI DEGREE COLLEGE DARSI,DARSI,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"DARSI,DARSI,Prakasam,523247",Private Un-Aided,2005
158,12336,GEETANJALI DEGREE COLLEGE YELAMANCHILI,YELAMANCHILI,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"railway station road yelamanchili,YELAMANCHILI,Visakhapatnam,531055",Private Un-Aided,2005
159,12348,GEETHAM DEGREE COLLEGE ONGOLE,Ongole (Urban),PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"31-7-404/402 , Bhagya Nagar, DHARAVARI THOTA, TRUNK ROAD, ONGOLE",Private Un-Aided,2001
160,12353,"Zenex Vision School of Business and Technology, Nellore",NELLORE,Sri Potti Sriramulu Nellore,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,PARTHASARADHI NAGAR MUTHUKUR ROAD,Private Un-Aided,2002
161,12448,SRI VASAVI GRANDHI MANIKYALA RAO DEGREE COLLEGE,TADEPALLIGUDEM,WEST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"11-1-87,88, K N ROAD, G M R COMPLEX",Private Un-Aided,1998
162,12452,GNANAJYOTHI DEGREE COLLEGE NARASANNAPETA,NARASANNAPETA,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"OLD BUS STAN D narasannapeta,NARASANNAPETA,Srikakulam,532421",Private Un-Aided,2002
163,12463,GANTA NARAYANA RAO DEGREE COLLEGE,RAJAM,VIZIANAGARAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"13-294,TELAGA STREET, RAJAM MANDAL, SRIKAKULAM DIST,RAJAM,Srikakulam,532127",Private Un-Aided,2005
164,12532,"Government College (Autonomous), Ananthapuramu",Anantapuramu,ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"Neay by Tower clock Govt. Degree College for Men, Anantapur",Government,1916
165,12533,"GDC (M), Kurnool",KURNOOL,KURNOOL,SVU,NO,COED,"CLUSTER UNIVERSITY, KURNOOL","Doctors Colony,B.camp, Kurnool",University College,1971
166,12558,"Government Degree College, Alur",Alur,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"Yeallarthy Road,Alur",Government,1987
167,12560,"Government Degree College, Atmakur",Atmakur,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"Dudyala Road, Atmakur",Government,2008
168,12561,"Government Degree College, Banaganapalli",Banaganapalle,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"Principal, Govt. Degree College, Banganapalle, Kurnool Road, Banaganapalle",Government,1993
169,12562,"G.V.R.S Government Degree College, Dhone",Dhone,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,GOOTY ROAD DHONE KURNOOL (DT),Government,1979
170,12566,"S.Y.T.R Government Degree College, Madakasira",Madakasira,SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,Near Begarlapalli Madakasira,Government,1991
171,12567,"Government Degree College, Nandikotkur",Nandikotkur,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"Midthur Road,Nandikotkur,Kurnool Dt",Government,1982
172,12568,"Government Degree College, Narsipatnam",Narsipatnam,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"CHINTHAPALLI ROAD, NARSIPATNAM",Government,1984
173,12569,"Government Degree College, Pattikonda",Pattikonda,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"Near Old Busstand,Pattikonda - 518380, Kurnool Dist.",Government,1988
174,12570,"Paritala Sriramulu Government Degree College, Penukonda",Penukonda,SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,Penukonda,Government,1980
175,12571,"Government Degree College, Srisailam",Srisailam,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"Near ITDA Office,Western Colony,Srisailam Project - 518102",Government,1993
176,12577,"Government Degree College, Chodavaram",Chodavaram,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,Main Road Chodavaram Village,Government,1981
177,12578,"K.H Government Degree College, Dharmavaram",Dharmavaram,SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"GUTTAKINDA PALLI DHARMAVARAM,ANANTAPUR (DIST)",Government,1982
178,12580,"K.S.N Government Degree College for Women (Autonomous), Ananthapuramu",Anantapuramu,ANANTAPUR,SVU,NO,Women,SRI KRISHNADEVARAYA UNIVERSITY,"BEHIND R.T.O OFFICE,ANANTAPUR",Government,1984
179,12584,"S.V.G.M Government Degree College, Kalyandurg",Kalyanadurg,ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,BEHIND SAIBABA TEMPLE ANANTAPUR ROAD KALYANDURG-515761 ANANTAPUR(DIST),Government,1984
180,12588,"K.T.S Government Degree College, Rayadurg",Rayadurg,ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"AT 74 UDEGOLAM,RAYADURG.",Government,1981
181,12591,"Government Degree College, Tadipatri",Tadipatri,ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"GOVT.DEGREE COLLEGE,Near AUTO Nagar,TADIPATRI",Government,1978
182,12593,"Government Degree College, Uravakonda",Uravakonda,ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"Byepass Bellary Road, Uravakonda - 515812",Government,1980
183,12596,"N.S.P.R Government Degree College for Women, Hindupur",Hindupur,SRI SATHYA SAI,SVU,NO,Women,SRI KRISHNADEVARAYA UNIVERSITY,"Thyagarajanagar, Hindupur- 515201. Anantapur (Dist).,HDP",Government,1987
184,12658,"Government College for Men (Autonomous), Kadapa",Kadapa,YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"RIMS Road, Kadapa",Government,1948
185,12661,"Government Degree College, Amadalavalasa",Amadalavalasa,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,Pathina street.Near MROs Office Amadalavalasa 532185,Government,1984
186,12662,"Government Degree College, Ichapuram",Ichapuram,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,rattakanna,Government,1983
187,12663,"Government Degree College, Jaggampeta",Jaggampeta,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"Government Degree College,  Gokavaram Road,  Jaggampeta - 533 435",Government,2008
188,12664,"Government Degree College, Palakonda",Palakonda,PARVATHIPURAM MANYAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"Behind SUB JAIL PALAKONDA, Srikakulaam District",Government,1983
189,12665,"Government Degree College, Porumamilla",Porumamilla,YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,Badvel Road,Government,1981
190,12666,"Government Degree College, Kodur (R.S.)",Kodur,ANNAMAYYA,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"K.BUDUGUNTAPALLI, RLY.KODUR",Government,1983
191,12668,"Government Degree College, Rampachodavaram",Rampachodavaram,ALLURI SITHARAMA RAJU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,Devipatnam Road,Government,1983
192,12669,"Government Degree College, Srungavarapukota",Srungavarapukota,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,Srungavarapukota,Government,1984
193,12670,"Government Degree College, Salur",Salur,PARVATHIPURAM MANYAM,AU,NO,COED,ANDHRA UNIVERSITY,"N.H.43 Road, Near Srinivas Colony",Government,1982
194,12671,"Government Degree College, Veeraghattam",Veeraghattam,PARVATHIPURAM MANYAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"PALAKONDA ROAD, VEERAGHATTAM",Government,2008
195,12672,"Government Degree College, Yerraguntla, YSR Dt.","Yerraguntla, YSR Dt.",YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"muddanur road,s.v.cinema theatre opposite,z.p.boys high school buildings,yerraguntla.516309.",Government,2008
196,12673,"Government Degree College for Women, Srikalahasti",Srikalahasti,TIRUPATI,SVU,NO,Women,SRI VENKATESWARA UNIVERSITY,TGP COLONY,Government,1988
197,12674,"Government College for Women (Autonomous), Srikakulam",Srikakulam,SRIKAKULAM,AU,NO,Women,DR BR AMBEDKAR UNIVERSITY,"Arasavelli Road, Srikakulam",Government,1968
198,12675,"Government Degree College, Baruva",Baruva,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"TILAK PETA, BARUVA",Government,1981
199,12678,"Government Degree College, Mandapeta",Mandapeta,KONASEEMA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"1-454,",Government,1989
200,12679,"V.S.R Government Degree  P.G. College, Movva",Movva,KRISHNA,AU,NO,COED,KRISHNA UNIVERSITY,"1-29,College Road,Movva,Krishna Dist.",Government,1984
201,12680,"Government Degree College, Mydukur",Mydukur,YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"MEO Office campus,Sainatha puram,Kadapa road, Mydukur.",Government,2008
202,12681,"Government Degree College, Narasannapeta",Narasannapeta,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,Market Road Narasannapeta,Government,1981
203,12682,"Government Degree College, Puttur",Puttur,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"Narayanavanam Road,Puttur,517583",Government,1983
204,12683,"Government Degree College, Rajampeta",Rajampet,ANNAMAYYA,SVU,NO,COED,YOGI VEMANA UNIVERSITY,Rajampet,Government,1980
205,12685,"Government Degree College, Seethampeta",Seethampeta,PARVATHIPURAM MANYAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,Govt. Degree College,Government,2008
206,12686,"Government Degree College, Tekkali",Tekkali,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,Opposit APRS Girls school NH5 Road tekkali,Government,1971
207,12772,"A.S.D Government Degree College for Women (Autonomous), Kakinada",Kakinada,KAKINADA,AU,NO,Women,ADIKAVI NANNAYA UNIVERSITY,"46-8-2,fire station road , jaganniackpur, Kakinada Pin 533002",Government,1962
208,12784,"Government College (Autonomous), Rajahmundry",Rajahmundry,EAST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"NEAR Y JUNCTION, RAJAHMUNDRY.",Government,1853
209,12791,"Government Degree College (Autonomous), Nagari",Nagari,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"Tirupati to arakonam Road, Govt.Degree College Nagari",Government,1978
210,12792,"Government Degree College, Chintalapudi",Chintalapudi,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"ELURU ROAD, CHINTALAPUDI",Government,1987
211,12793,"Government Degree College, Eluru",Eluru,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,NEAR TAHSILDAR OFFICE,Government,2008
212,12794,"Government Degree College, Karvetinagaram",Karvetinagaram,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"Puttur Road, Karvetinagar",Government,1995
213,12795,"Government Degree College, Rapur",Rapur,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"gudur Road, Rapur Near Ravigumtapalli",Government,1984
214,12796,"Government Degree College (Autonomous), Tuni",Tuni,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"Velama Kothuru, Tuni.E.G.Dt. 533 401",Government,1980
215,12797,"Mekapati Rajamohan Reddy Government Arts and Science Degree College, Udayagiri",Udayagiri,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,Near RTC Depot.,Government,1983
216,12799,"Government Degree College for Women, Madanapalle",Madanapalle,ANNAMAYYA,SVU,NO,Women,SRI VENKATESWARA UNIVERSITY,"Santhagate Street, Opp. T.T.D. Kalyanamandapam, Madanapalle, Chittoor District, A.P.",Government,1984
217,12804,"Government Degree College, Avanigadda",Avanigadda,KRISHNA,AU,NO,COED,KRISHNA UNIVERSITY,"MAIN ROAD, AVANIGADDA VILLAGE AND MANDAL, KRISHNA D.T, A.P 521122",Government,1977
218,12805,"Government Degree College, Bantumilli",Bantumilli,KRISHNA,AU,NO,COED,KRISHNA UNIVERSITY,"Near Taluka Office,Pendurru Road,Bantumilli.",Government,1997
219,12810,"Government Degree College, Chebrole",Chebrole,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,7-120,Government,1983
220,12811,"Government Degree College, Cheepurupalli",Cheepurupalli,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,CHEEPURUPALLI(Post) CHEEPURUPALLI(Mandal) Rajam-Palkonda Road,Government,2008
221,12814,"Government Degree College, Chintapalli",Chintapalli,ALLURI SITHARAMA RAJU,AU,NO,COED,ANDHRA UNIVERSITY,"CHOUDUPALLI ROAD,CHINTHAPALLI,",Government,2008
222,12817,"Government Degree College (Men), Srikakulam",Srikakulam,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"OPP: KODI RAMMURTHI STADIUM, Balagathopu,Srikakulam.",Government,1951
223,12818,"Government College for Women (Autonomous), Guntur",Guntur,GUNTUR,AU,NO,Women,ACHARYA NAGARJUNA UNIVERSITY,"Govt. College for women, Sambasivapeta, Guntur",Government,1944
224,12823,"Government Degree College, Gummalakshmipuram",Gummalakshmipuram,PARVATHIPURAM MANYAM,AU,NO,COED,ANDHRA UNIVERSITY,"ELWINPETA,GUMMALAKSHMIPURAM",Government,2008
225,12827,"Y.V.N.R Government Degree College, Kaikalur",Kaikalur,ELURU,AU,NO,COED,KRISHNA UNIVERSITY,KAIKALURU MAIN ROAD,Government,1982
226,12829,"Government Degree College, Kanigiri",Kanigiri,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"OPPOSIT  VISWABRAMHA COLONY,KOTTURU,PAMUR ROAD,KANIGIRI",Government,1983
227,12830,"Government Degree College, Kuppam",Kuppam,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,J.P Road(M.F.C Govt.Jr college campus),Government,2008
228,12840,"Dr. Lakireddy Hanimireddy Government Degree College, Mylavaram",Mylavaram,NTR,AU,NO,COED,KRISHNA UNIVERSITY,Mylavaram,Government,2008
229,12844,"Government Degree College, Paderu",Paderu,ALLURI SITHARAMA RAJU,AU,NO,COED,ANDHRA UNIVERSITY,"Sunderuputtu Village, Paderu",Government,1985
230,12845,"Government Degree College, Pakala",Pakala,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"TIRUPATI ROAD,PAKALA CHITTOOR DT 517112",Government,2008
